GT_filtered_rate,MRR,MeanR,MedR,R@1,R@10,R@5,avg_conformal_set_size,avg_cost,method
0.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,semantic_only
0.0,0.7361111640930176,2.3333333333333335,1.0,0.6666666666666666,1.0,0.8333333333333334,,5.0,all_experts
0.0,0.7361111640930176,2.3333333333333335,1.0,0.6666666666666666,1.0,0.8333333333333334,,3.0,fixed_cascade
0.0,1.0,1.0,1.0,1.0,1.0,1.0,,3.0,random_subset
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,CSER_mondrian
