method,R@1,R@5,R@10,MeanR,MedR,MRR,GT_filtered_rate,hard_filter_activation,fallback_rate,avg_cost_proxy,avg_ms_per_query,oracle_R@1,method_R@1,gap_R@1,oracle_MRR,method_MRR,gap_MRR,total_ms
B0_semantic_only,0.3,0.48,0.6066666666666667,30.093333333333334,6.0,0.397749425557607,0.0,0.0,0.0,1.0,20.071136474609375,0.5266666666666666,0.3,0.22666666666666663,0.6200945310915887,0.397749425557607,0.22234510553398174,3014.1502000042237
B1_rule_parser,0.35333333333333333,0.5933333333333334,0.68,10.5390625,2.0,0.5492997277763513,0.14666666666666667,0.7533333333333333,0.0,1.1399999856948853,20.740196228027344,0.5266666666666666,0.35333333333333333,0.17333333333333328,0.6200945310915887,0.5492997277763513,0.07079480331523746,3117.2244000044884
B2_qpp_only,0.30666666666666664,0.4866666666666667,0.62,28.14666666666667,6.0,0.4027108021709828,0.0,0.0,0.0,1.5533332824707031,20.110122680664062,0.5266666666666666,0.30666666666666664,0.21999999999999997,0.6200945310915887,0.4027108021709828,0.21738372892060592,6457.4925000051735
B3_random,0.3333333333333333,0.56,0.6866666666666666,16.72027972027972,3.0,0.46391055077528853,0.04666666666666667,0.7066666666666667,0.0,1.6733332872390747,19.8410701751709,0.5266666666666666,0.3333333333333333,0.1933333333333333,0.6200945310915887,0.46391055077528853,0.1561839803163002,2980.092500001774
B4_oracle,0.5266666666666666,0.7266666666666667,0.8066666666666666,10.886666666666667,1.0,0.6200945310915887,0.0,0.32666666666666666,0.0,1.2333333492279053,19.332141876220703,0.5266666666666666,0.5266666666666666,0.0,0.6200945310915887,0.6200945310915887,0.0,87208.87180000136
B5_always_hard_all,0.35333333333333333,0.5933333333333334,0.68,10.5390625,2.0,0.5492997277763513,0.14666666666666667,0.7533333333333333,0.0,1.1399999856948853,19.550045013427734,0.5266666666666666,0.35333333333333333,0.17333333333333328,0.6200945310915887,0.5492997277763513,0.07079480331523746,2936.184799997136
B8_cascade,0.41333333333333333,0.6666666666666666,0.7666666666666667,15.553333333333333,2.0,0.5375857659531474,0.0,0.43333333333333335,0.0,1.0466666221618652,19.25792694091797,0.5266666666666666,0.41333333333333333,0.11333333333333329,0.6200945310915887,0.5375857659531474,0.0825087651384413,5185.39719999535
B6_cqin_uncalibrated,0.36666666666666664,0.62,0.7333333333333333,12.935714285714285,2.0,0.5189397304180943,0.06666666666666667,0.8666666666666667,0.0,1.0,19.270444869995117,0.5266666666666666,0.36666666666666664,0.15999999999999998,0.6200945310915887,0.5189397304180943,0.10115480067349447,2995.8540000079665
B7_cqin_calibrated,0.4066666666666667,0.6466666666666666,0.7466666666666667,19.013333333333332,2.0,0.5196673558015726,0.0,0.0,0.0,1.0,18.919281005859375,0.5266666666666666,0.4066666666666667,0.11999999999999994,0.6200945310915887,0.5196673558015726,0.1004271752900161,2945.4002999991644
